code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,enrollmentControls
VIC279H1,VIC,S,19,18,ONLSYNC,2
VIC280H1,VIC,F,10,9,CLASS,
VIC280H1,VIC,F,10,7,ONLSYNC,
VIC301H1,VIC,S,10,10,CLASS,*
VIC301H1,VIC,S,10,3,ONLSYNC,*
VIC302H1,VIC,S,9,9,CLASS,*
VIC302H1,VIC,S,26,9,ONLSYNC,*
VIC304H1,VIC,F,10,10,CLASS,*
VIC304H1,VIC,F,25,11,ONLSYNC,*
VIC305H1,VIC,F,10,10,CLASS,*
VIC305H1,VIC,F,25,24,ONLSYNC,*
VIC306H1,VIC,S,10,10,CLASS,*
VIC306H1,VIC,S,25,5,ONLSYNC,*
VIC320H1,VIC,S,9,6,CLASS,*
VIC320H1,VIC,S,36,8,ONLSYNC,*
VIC325H1,VIC,F,10,6,CLASS,*
VIC325H1,VIC,F,35,8,ONLSYNC,*
VIC326H1,VIC,F,12,10,CLASS,*
VIC326H1,VIC,F,23,2,ONLSYNC,*
VIC327H1,VIC,S,10,7,CLASS,*
VIC327H1,VIC,S,20,6,ONLSYNC,*
VIC329H1,VIC,S,0,0,CLASS,
VIC329H1,VIC,S,20,0,ONLSYNC,
VIC329H1,VIC,Y,20,0,ONLASYNC,*
VIC335H1,VIC,S,10,10,CLASS,*
VIC335H1,VIC,S,35,17,ONLSYNC,*
VIC344H1,VIC,S,9,4,CLASS,
VIC344H1,VIC,S,26,5,ONLSYNC,
VIC346H1,VIC,S,10,6,CLASS,
VIC346H1,VIC,S,15,3,ONLSYNC,
VIC350Y1,VIC,Y,15,0,CLASS,
VIC350Y1,VIC,Y,5,0,ONLSYNC,
VIC356H1,VIC,F,15,8,CLASS,*
VIC356H1,VIC,F,15,15,ONLSYNC,*
VIC360H1,VIC,F,0,0,CLASS,
VIC360H1,VIC,F,30,0,ONLSYNC,
VIC360H1,VIC,S,0,0,CLASS,
VIC360H1,VIC,S,30,0,ONLSYNC,
VIC360Y1,VIC,F,0,0,CLASS,
VIC360Y1,VIC,F,30,0,ONLSYNC,
VIC360Y1,VIC,S,0,0,CLASS,
VIC360Y1,VIC,S,30,0,ONLSYNC,
VIC363H1,VIC,S,10,5,CLASS,*
VIC363H1,VIC,S,35,11,ONLSYNC,*
VIC370H1,VIC,F,25,24,ONLSYNC,*
VIC372H1,VIC,F,25,21,ONLSYNC,*
VIC401H1,VIC,F,1,0,CLASS,
VIC401H1,VIC,F,4,0,ONLSYNC,
VIC401H1,VIC,F,4,0,ONLSYNC,
VIC401H1,VIC,F,4,0,ONLSYNC,
VIC401H1,VIC,F,4,0,ONLSYNC,
VIC401H1,VIC,F,3,0,ONLSYNC,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,1,0,CLASS,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC401H1,VIC,S,3,0,ONLSYNC,
VIC402H1,VIC,S,16,14,CLASS,*
VIC402H1,VIC,S,9,3,ONLSYNC,*
VIC403H1,VIC,F,11,10,CLASS,*
VIC403H1,VIC,F,9,4,ONLSYNC,*
VIC435H1,VIC,Y,10,0,CLASS,
VIC435H1,VIC,Y,5,0,ONLSYNC,
VIC440H1,VIC,F,15,5,CLASS,
VIC440H1,VIC,F,5,3,ONLSYNC,
VIC442H1,VIC,S,4,0,CLASS,*
VIC442H1,VIC,S,8,1,ONLSYNC,*
VIC444H1,VIC,F,16,7,CLASS,3
VIC444H1,VIC,F,9,7,ONLSYNC,3
VIC451H1,VIC,Y,10,0,CLASS,
VIC451H1,VIC,Y,0,0,ONLSYNC,
VIC470H1,VIC,F,25,11,ONLSYNC,*
VIC476H1,VIC,F,10,10,CLASS,
VIC476H1,VIC,F,10,2,ONLSYNC,
VIC479Y1,VIC,Y,10,0,CLASS,
VIC479Y1,VIC,Y,5,0,ONLSYNC,
VIC480H1,VIC,S,8,0,CLASS,
VIC480H1,VIC,S,7,0,ONLSYNC,
VIC493H1,VIC,Y,10,5,CLASS,
VIC493H1,VIC,Y,10,0,CLASS,
VIC493H1,VIC,Y,5,4,ONLSYNC,
VIC493H1,VIC,Y,5,0,ONLSYNC,
WGS160Y1,WGSI,Y,250,217,ONLSYNC,
WGS260H1,WGSI,F,100,71,ONLSYNC,*
WGS271Y1,WGSI,Y,117,49,ONLSYNC,*
WGS273H1,WGSI,F,22,22,CLASS,
WGS273H1,WGSI,F,78,70,ONLSYNC,
WGS275H1,WGSI,S,9,9,CLASS,*
WGS275H1,WGSI,S,51,42,ONLSYNC,*
WGS340H1,WGSI,S,12,8,CLASS,*
WGS340H1,WGSI,S,28,16,ONLSYNC,*
WGS360H1,WGSI,S,19,19,CLASS,*
WGS360H1,WGSI,S,81,51,ONLSYNC,*
WGS365H1,WGSI,F,16,16,CLASS,*
WGS365H1,WGSI,F,44,44,ONLSYNC,*
WGS367H1,WGSI,S,19,14,CLASS,*
WGS367H1,WGSI,S,56,25,ONLSYNC,*
WGS369H1,WGSI,F,60,36,ONLSYNC,*
WGS370H1,WGSI,F,22,15,CLASS,*
WGS370H1,WGSI,F,38,15,ONLSYNC,*
WGS373H1,WGSI,F,60,44,ONLSYNC,*
WGS374H1,WGSI,F,40,40,ONLSYNC,*
WGS376H1,WGSI,S,9,9,CLASS,*
WGS376H1,WGSI,S,51,17,ONLSYNC,*
WGS380H1,WGSI,F,30,17,CLASS,*
WGS380H1,WGSI,F,30,19,ONLSYNC,*
WGS385H1,WGSI,S,16,5,CLASS,*
WGS385H1,WGSI,S,44,15,ONLSYNC,*
WGS390H1,WGSI,S,12,10,CLASS,*
WGS390H1,WGSI,S,30,9,ONLSYNC,*
WGS396H1,WGSI,S,9,9,CLASS,*
WGS396H1,WGSI,S,31,24,ONLSYNC,*
WGS434H1,WGSI,F,12,10,CLASS,3
WGS434H1,WGSI,F,8,8,ONLSYNC,3
WGS435H1,WGSI,S,8,4,CLASS,3
WGS435H1,WGSI,S,12,5,ONLSYNC,3
WGS442H1,WGSI,S,5,5,CLASS,3
WGS442H1,WGSI,S,15,9,ONLSYNC,3
WGS460Y1,WGSI,Y,15,5,ONLSYNC,4
WGS470Y1,WGSI,Y,3,3,CLASS,3
WGS470Y1,WGSI,Y,7,7,ONLSYNC,3
WGS482H1,WGSI,F,20,14,ONLSYNC,3
ABP100Y1,WDW,Y,6,0,CLASS,
ABP100Y1,WDW,Y,29,0,ONLSYNC,
ABP101Y1,WDW,Y,21,0,CLASS,
ABP101Y1,WDW,Y,14,0,ONLSYNC,
WDW101Y1,WDW,Y,9,0,CLASS,
WDW101Y1,WDW,Y,26,0,ONLSYNC,
WDW102Y1,WDW,S,8,0,CLASS,
WDW102Y1,WDW,S,27,0,ONLSYNC,
WDW102Y1,WDW,Y,21,0,CLASS,
WDW102Y1,WDW,Y,10,0,CLASS,
WDW102Y1,WDW,Y,14,0,ONLSYNC,
WDW102Y1,WDW,Y,25,0,ONLSYNC,
WDW104Y1,WDW,Y,9,0,CLASS,
WDW104Y1,WDW,Y,26,0,ONLSYNC,
WDW106Y1,WDW,S,9,0,CLASS,
WDW106Y1,WDW,S,26,0,ONLSYNC,
WDW106Y1,WDW,Y,18,0,CLASS,
WDW106Y1,WDW,Y,17,0,ONLSYNC,
WDW107Y1,WDW,Y,10,0,CLASS,
WDW107Y1,WDW,Y,25,0,ONLSYNC,
WDW108Y1,WDW,Y,10,0,CLASS,
WDW108Y1,WDW,Y,25,0,ONLSYNC,
WDW151H1,WDW,F,25,25,ONLSYNC,1
WDW151H1,WDW,F,25,25,ONLSYNC,1
WDW151H1,WDW,F,24,24,CLASS,1
WDW151H1,WDW,F,12,0,CLASS,*
WDW151H1,WDW,F,18,0,ONLSYNC,*
WDW151H1,WDW,F,1,1,ONLSYNC,1
WDW152H1,WDW,S,0,0,CLASS,1
WDW152H1,WDW,S,0,0,CLASS,1
WDW152H1,WDW,S,6,6,CLASS,1
WDW152H1,WDW,S,6,0,CLASS,*
WDW152H1,WDW,S,24,0,ONLSYNC,*
WDW152H1,WDW,S,25,22,ONLSYNC,1
WDW152H1,WDW,S,25,17,ONLSYNC,1
WDW152H1,WDW,S,19,7,ONLSYNC,1
WDW196H1,WDW,F,12,8,CLASS,1
WDW196H1,WDW,F,13,13,ONLSYNC,1
WDW199H1,WDW,F,12,5,CLASS,1
WDW199H1,WDW,F,13,6,ONLSYNC,1
WDW235H1,WDW,F,26,13,CLASS,2
WDW235H1,WDW,F,34,30,ONLSYNC,2
WDW236H1,WDW,S,14,12,CLASS,*
WDW236H1,WDW,S,14,6,CLASS,*
WDW236H1,WDW,S,37,15,ONLSYNC,*
WDW236H1,WDW,S,27,14,ONLSYNC,*
WDW436H1,WDW,S,0,0,CLASS,*
WDW436H1,WDW,S,30,27,ONLSYNC,*
WDW437H1,WDW,S,4,4,CLASS,*
WDW437H1,WDW,S,16,16,ONLSYNC,*
